,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
4099,buenos aires,salto,gahan,648,no,no,no,no,no,no,si,si,no,-34.3380744009945,-60.0992736191527
4100,buenos aires,salto,inés indart,911,no,no,no,si,si,no,si,no,si,-34.3994163305262,-60.5436825925267
4101,buenos aires,salto,la invencible,77,no,no,no,no,no,no,no,no,si,-34.2687422037239,-60.3853645216588
4102,buenos aires,salto,salto,27466,si,si,si,si,no,no,si,si,si,-34.2921598652878,-60.2546244496406
4103,buenos aires,san andrés de giles,azcuénaga,312,no,no,no,si,no,si,si,no,no,-34.3637910907784,-59.3745991110996
4104,buenos aires,san andrés de giles,cucullú,551,no,no,no,no,no,si,si,no,no,-34.4460870677999,-59.3622553297801
4105,buenos aires,san andrés de giles,franklin,87,no,no,no,no,no,no,no,no,no,-34.6103908719397,-59.6301795182439
4106,chubut,biedma,reserva area protegida el doradillo,54,no,no,no,no,no,si,no,no,no,-42.6456158957863,-65.0647229672572
4107,chubut,cushamen,buenos aires chico,253,no,no,no,no,no,no,no,no,no,-42.0687961260085,-71.2158343137726
4108,la rioja,san blas de los sauces,alpasinche,0,no,no,no,si,no,si,no,no,si,-28.3536422425472,-69.71087624945713
4109,la rioja,san blas de los sauces,amuschina,0,no,no,no,no,no,no,no,no,no,-28.5555816291232,-67.1592836516078
4110,la rioja,san blas de los sauces,andolucas,0,no,no,no,no,no,no,no,no,no,-28.5555816291232,-67.1592836516078
4111,la rioja,san blas de los sauces,chaupihuasi,0,no,no,no,no,no,no,no,no,no,-28.3536422425472,-69.71087624945713
4112,la rioja,san blas de los sauces,cuipan,0,no,no,no,no,no,no,no,no,si,-28.4517974906601,-67.1178978512143
4113,la rioja,san blas de los sauces,las talas,0,no,no,no,no,no,no,no,no,no,-28.4517974906601,-67.1178978512143
4114,la rioja,san blas de los sauces,los robles,0,no,no,no,no,si,no,no,no,no,-28.4517974906601,-67.1178978512143
4115,la rioja,san blas de los sauces,salicas,0,no,no,no,no,no,no,no,no,no,-35.12208592318311,-67.0961546311905
4116,la rioja,san blas de los sauces,salicas - san blas,3918,no,no,no,no,no,si,si,no,no,-28.4076258105119,-67.0961546311904
4117,la rioja,san blas de los sauces,san blas,0,no,no,no,no,no,no,no,no,no,-35.12208592318311,-67.0961546311905
4118,la rioja,san blas de los sauces,shaqui,0,no,no,no,no,no,no,no,no,no,-28.4812201375784,-69.71565642322653
4119,la rioja,san blas de los sauces,suriyaco,0,no,no,no,no,no,no,no,no,no,-28.5555816291232,-67.1592836516078
4120,la rioja,san blas de los sauces,tuyubil,0,no,no,no,no,no,no,no,no,no,-28.5555816291232,-67.1592836516078
4121,la rioja,sanagasta,villa sanagasta,2275,no,no,no,no,no,no,no,si,si,-29.3064491456943,-67.0414097362521
4122,la rioja,sanagasta,villa sanagasta,0,no,si,no,si,si,si,si,si,si,-29.3064491456943,-67.0414097362521
4123,la rioja,vinchina,jagüé,230,no,no,no,no,no,si,no,no,no,-28.6604900543905,-68.3668741365882
4124,la rioja,vinchina,villa san josé de vinchina,2401,no,no,no,si,no,si,si,no,si,-28.7797111463416,-68.2060368408699
4125,mendoza,capital,mendoza,114893,si,si,si,si,si,si,si,si,si,-32.8774938474965,-69.88811161947844
4126,caba,comuna 04,barracas,89452,si,si,si,si,si,si,si,si,si,-34.6464135507847,-58.3842710319828
4127,chaco,1º de mayo,colonia benítez,2212,si,no,no,si,si,si,si,si,si,-27.3305884379906,-58.9450102746869
4128,chaco,1º de mayo,margarita belén,5701,si,no,no,no,no,si,si,si,si,-27.2616473234151,-58.9741473116095
4129,chaco,2 de abril,hermoso campo,5011,no,si,no,si,si,no,si,si,si,-35.04237726333331,-69.13731733712973
4130,chaco,2 de abril,itín,441,no,no,no,si,no,no,no,no,no,-27.4876216159572,-61.3238818419592
4131,chaco,25 de mayo,colonia aborigen,1272,no,no,no,no,no,si,no,no,si,-26.9583436350996,-60.1902370459592
4132,chaco,25 de mayo,machagai,21997,si,si,no,si,no,si,si,si,si,-26.9287335504143,-60.0477196130638
4133,chaco,25 de mayo,napalpí,39,no,no,no,no,no,no,no,no,si,-26.9032617040064,-60.1173839257014
4134,chaco,9 de julio,las breñas,22953,si,no,no,si,si,no,si,si,si,-27.0885167236059,-61.0836993088858
4135,chaco,almirante brown,concepción del bermejo,5309,no,no,no,si,si,si,si,si,si,-34.941550738532506,-60.9492636999567
4136,chaco,almirante brown,los frentones,5520,no,no,no,si,si,no,si,no,si,-26.4082976307567,-61.4134271371597
4137,chaco,almirante brown,pampa del infierno,9063,no,no,no,si,si,si,si,si,si,-26.5063974406178,-61.1764901971888
4138,chaco,almirante brown,río muerto,1052,no,no,no,no,no,no,no,no,si,-26.3078818113872,-61.6540440649869
4139,chaco,almirante brown,taco pozo,7813,no,no,no,si,si,no,si,no,si,-25.6156598937138,-63.2692964997065
4140,chaco,bermejo,general vedia,1751,si,no,no,si,si,si,si,no,si,-26.9349378591637,-58.6612848328678
4141,chaco,bermejo,isla del cerrito,1758,no,no,no,no,si,no,si,no,si,-27.2927852739485,-58.6178377359072
4142,chaco,bermejo,la leonesa,8823,si,no,no,no,no,si,si,si,si,-27.0379596283785,-58.7069377183708
4143,chaco,bermejo,las palmas,4914,no,no,no,si,si,si,no,si,si,-27.0478975207771,-58.6795739267563
4144,chaco,bermejo,puerto bermejo nuevo,1733,no,no,no,si,no,si,si,no,no,-26.9073753724695,-58.5428316633796
4145,chaco,bermejo,puerto bermejo viejo,86,no,no,no,no,no,no,no,no,si,-26.9285481385672,-58.5063036590574
4146,chaco,bermejo,puerto eva perón,609,no,no,no,si,si,si,no,no,si,-34.947471351414805,-58.6355818176747
4147,caba,comuna 09,mataderos,64436,si,si,si,si,si,si,si,si,si,-34.6583682885816,-58.5017319521438
4148,chaco,chacabuco,charata,26497,si,no,no,si,si,si,si,si,si,-27.2200458502784,-61.1915854495204
4149,chaco,comandante fernández,presidencia roque sáenz peña,89882,si,si,no,si,si,si,si,si,si,-26.7916058929378,-60.4421462814095
4150,chaco,fray justo santa maría de oro,chorotis,941,no,no,no,no,no,no,no,no,si,-27.9175852858656,-61.3995694680726
4151,chaco,fray justo santa maría de oro,santa sylvina,7340,no,si,no,no,si,no,no,si,si,-27.8356008575455,-61.1361742191871
4152,chaco,fray justo santa maría de oro,venados grandes,303,no,no,no,no,no,no,no,no,no,-27.8181539157701,-61.3815664200405
4153,caba,comuna 10,velez sarsfield,35081,si,si,si,si,si,si,si,si,si,-32.315954703154105,-68.85216061242014
4154,cordoba,punilla,valle hermoso,6187,si,si,no,no,no,si,si,si,si,-31.1172888298585,-69.45125819587923
4155,cordoba,punilla,villa carlos paz,62423,si,si,no,si,si,si,si,si,si,-31.4182380208919,-64.4933448063141
4156,cordoba,punilla,villa flor serrana,50,no,no,no,no,no,no,no,no,no,-31.3864690388309,-64.6003659348122
4157,cordoba,punilla,villa giardino,6702,si,no,no,si,no,si,si,si,si,-31.0362773938945,-64.4928899121054
4158,cordoba,punilla,villa lago azul,108,no,no,no,no,no,no,no,si,si,-31.3740257221359,-64.4831122938584
4159,cordoba,punilla,villa parque siquimán,1738,no,no,no,no,no,si,no,si,si,-31.3457170881093,-64.4802571053108
4160,caba,comuna 10,versalles,13822,si,si,si,si,si,si,si,si,si,-34.6301234618064,-58.5224017483433
4161,chubut,cushamen,cholila,1658,no,no,si,no,si,no,si,si,si,-42.5105313648355,-71.4351548288659
4162,chubut,cushamen,costa del chubut,56,no,no,no,no,no,no,no,no,no,-42.6016255836041,-70.4575737273538
4163,chubut,cushamen,cushamen centro,740,no,no,no,no,no,no,si,no,no,-42.1766611028137,-70.6626188429181
4164,chubut,cushamen,el hoyo,1477,si,no,no,si,no,si,si,no,no,-42.0679666637038,-71.5206708370904
4165,chubut,cushamen,el maitén,4011,no,no,no,no,no,si,si,no,no,-42.0542854358373,-71.1673153308386
4166,chubut,cushamen,epuyén,1038,si,no,no,no,no,no,si,no,si,-42.2329247123472,-71.3695066579513
4167,chubut,cushamen,fofo cahuel,67,no,no,no,no,no,no,no,no,no,-42.3910620005992,-70.5780784399414
4168,chaco,general belgrano,corzuela,10335,si,no,no,si,si,si,si,si,si,-26.9556760087163,-60.9707574059512
4169,chaco,general donovan,la escondida,3261,si,si,no,si,si,no,si,si,si,-27.1073248470025,-59.4475325100431
4170,chaco,general donovan,la verde,2717,si,no,no,si,si,no,si,si,si,-27.1297934337807,-59.3774619894492
4171,chaco,general donovan,lapachito,888,si,no,no,si,no,no,si,si,si,-27.1587903465778,-59.3903975007013
4172,chaco,general donovan,makallé,4322,si,si,no,no,si,no,si,si,si,-35.002485196576,-59.2883662132688
4173,chaco,general güemes,el espinillo,1261,no,no,no,no,si,no,no,no,si,-25.4176698636006,-60.4139677023547
4174,chaco,general güemes,el sauzal,715,no,no,no,no,si,si,no,no,no,-34.739238279662004,-61.5461702165927
4175,chaco,general güemes,el sauzalito,3374,no,no,no,no,si,no,si,no,si,-24.4345499393074,-61.6813716975806
4176,chaco,general güemes,fortín lavalle,687,no,no,no,no,no,si,no,no,no,-25.7056308542578,-60.2037478681132
4177,chaco,general güemes,fuerte esperanza,1376,no,no,no,si,si,no,no,no,si,-25.1560600566745,-61.8424104268078
4178,chaco,general güemes,juan josé castelli,27201,si,no,no,si,no,si,si,si,si,-25.9504150377594,-60.6243211030425
4179,chaco,general güemes,miraflores,4737,no,no,no,no,no,si,no,no,si,-25.6489334968628,-60.9300401901344
4180,chaco,general güemes,nueva pompeya,2259,no,no,no,si,si,si,no,no,no,-24.9334418837191,-61.4846998398146
4181,chaco,general güemes,puerto lavalle,687,no,no,no,no,no,no,no,no,no,-34.8462614839581,-60.1360920639447
4182,chubut,cushamen,gualjaina,1183,no,no,no,no,si,no,si,no,no,-42.7267578946733,-70.5354876126711
4183,caba,comuna 12,saavedra,50295,si,si,si,si,si,si,si,si,si,-35.7366296710923,-58.4887266668384
4184,chaco,general güemes,villa río bermejito,3752,si,no,no,si,si,si,si,no,si,-25.6424413894079,-60.2629438807651
4185,chaco,general güemes,wichi,773,no,no,no,no,si,si,no,no,no,-24.6913977720534,-61.4304454802334
4186,chaco,general güemes,zaparinqui,700,no,no,no,no,no,no,no,no,no,-26.0673623556601,-60.5633873019222
4187,chaco,independencia,avia terai,6203,si,no,no,si,si,si,si,si,si,-26.6904269113097,-60.7309487066584
4188,chaco,independencia,campo largo,9069,si,no,no,si,no,no,si,si,si,-26.8038644067827,-60.8423032131182
4189,chaco,independencia,fortín las chuñas,302,no,no,no,no,no,no,no,no,si,-26.8891042551114,-69.09364813416833
4190,chaco,independencia,napenay,2661,no,no,no,no,no,no,si,no,si,-26.7314687114399,-60.6190285151237
4191,caba,comuna 13,colegiales,52551,si,si,si,si,si,si,si,si,si,-34.5746427442082,-58.4509682045183
4192,chubut,cushamen,lago epuyén,392,no,no,no,no,no,no,no,no,no,-42.2135356830147,-71.4296625433553
4193,chubut,cushamen,lago puelo,3129,si,no,no,si,no,si,si,si,si,-42.0672923130861,-71.5981575625236
4194,chubut,cushamen,leleque,116,no,no,no,no,si,no,si,no,no,-42.4288626216315,-71.0683951630343
4195,chubut,escalante,acceso norte,0,no,no,no,no,si,no,no,si,si,-36.859604075286406,-67.5033367870766
4196,chubut,escalante,astra,341,no,no,no,no,no,no,no,si,no,-45.7366075458208,-69.75135438555253
4197,chubut,escalante,bahía bustamante,25,no,no,no,no,no,no,no,no,no,-45.1143552826119,-66.5349166167103
4198,chubut,escalante,barrio 25 de mayo,0,no,no,no,no,no,no,no,si,si,-45.8248454635041,-67.4616495988676
4199,chubut,escalante,barrio caleta cordova,0,no,no,no,no,si,no,no,si,no,-45.7482508559011,-67.3786501769463
4200,chubut,escalante,barrio caleta olivares,0,no,no,no,no,no,no,no,no,no,-45.7757274867383,-67.3895609391029
4201,buenos aires,avellaneda,pineyro,28102,no,si,no,si,no,no,si,si,si,-34.6685497926645,-58.3886029123689
4202,buenos aires,avellaneda,sarandí,63281,si,si,si,si,si,si,si,si,si,-34.6843716640855,-68.83764304406394
4203,buenos aires,avellaneda,villa domínico,61273,si,si,no,si,no,si,si,si,si,-34.6986315148924,-58.3363602646664
4204,buenos aires,avellaneda,wilde,68624,si,si,si,si,no,si,si,si,si,-34.7061588356333,-58.3218349208501
4205,buenos aires,ayacucho,ayacucho,17364,si,no,si,no,no,si,si,si,si,-37.1536695670417,-58.4895476662462
4206,buenos aires,ayacucho,la constancia,49,no,no,no,no,no,si,no,no,no,-37.2286256057071,-58.7603890048806
4207,buenos aires,ayacucho,solanet,47,no,no,no,no,no,si,no,no,si,-36.8444984439739,-58.5071421689017
4208,buenos aires,ayacucho,udaquiola,91,no,no,no,no,si,si,no,no,no,-36.5637513540211,-58.5333344196536
4209,buenos aires,azul,16 de julio,111,no,no,no,no,no,no,no,si,si,-37.2020524773603,-60.1652139181813
4210,buenos aires,azul,ariel,16,no,no,no,no,no,no,no,no,si,-36.5312544192466,-59.9200651844348
4211,buenos aires,25 de mayo,25 de mayo,23408,si,si,no,no,si,si,si,si,si,-35.4339385892588,-60.1731209454056
4212,buenos aires,25 de mayo,agustín mosconi,280,no,no,no,no,no,no,si,no,no,-35.7392169542026,-60.5590634621789
4213,buenos aires,25 de mayo,del valle,899,si,no,no,no,si,no,no,si,si,-35.8973453887603,-60.7316089512944
4214,buenos aires,25 de mayo,ernestina,145,si,no,no,no,no,no,no,no,no,-35.2702340519789,-59.5575034078873
4215,buenos aires,25 de mayo,gobernador ugarte,547,no,no,no,no,no,si,no,no,no,-35.1643973648093,-60.0813577815069
4216,buenos aires,25 de mayo,lucas monteverde,63,no,no,no,no,no,si,no,no,no,-35.4838272164734,-59.9880647932831
4217,buenos aires,25 de mayo,norberto de la riestra,4524,no,si,no,si,no,si,si,si,si,-35.2727788695321,-59.7719327250509
4218,buenos aires,25 de mayo,pedernales,1432,si,no,no,no,no,si,no,no,si,-35.2666085074294,-59.6306574695384
4219,buenos aires,25 de mayo,san enrique,279,no,no,no,no,no,no,si,no,no,-35.7785028686085,-60.3546454811901
4220,buenos aires,25 de mayo,valdés,579,no,no,no,no,no,no,si,no,si,-35.6488128268597,-60.4672591673156
4221,buenos aires,9 de julio,12 de octubre,219,no,no,no,no,no,si,si,no,no,-35.842096420146504,-60.9182929927645
4222,buenos aires,9 de julio,9 de julio,36494,si,si,si,si,si,si,si,si,si,-35.4447435053964,-60.8843433362719
4223,buenos aires,9 de julio,alfredo demarchi (est. facundo quiroga),1853,si,no,no,no,no,no,si,si,si,-35.2929819536873,-63.06424016693884
4224,caba,comuna 13,nuñez,51949,si,si,si,si,si,si,si,si,si,-34.5437376606688,-58.4628575470422
4225,chaco,libertad,colonia popular,191,no,no,no,no,no,si,si,no,si,-27.2759309408353,-59.1523781564389
4226,chaco,libertad,estación general obligado,31,no,no,no,no,no,no,no,no,no,-27.4128679939929,-59.4201579706051
4227,chaco,libertad,laguna blanca,547,no,no,no,no,si,si,si,no,no,-27.2572195505018,-59.2340486127892
4228,chaco,libertad,puerto tirol,8819,si,si,no,si,no,si,si,si,si,-27.3745125614532,-59.0953159917862
4229,chaco,libertador general san martín,ciervo petiso,786,no,no,no,no,si,no,no,no,si,-26.5815849580294,-59.6329803967089
4230,chaco,libertador general san martín,general josé de san martín,28124,si,si,no,si,no,si,si,si,si,-26.5340730622708,-68.93630404862064
4231,chaco,libertador general san martín,la eduvigis,392,no,no,no,no,si,no,no,no,si,-26.8374120457599,-59.0641175796047
4232,buenos aires,azul,azul,55728,si,si,si,si,si,si,si,si,si,-36.7795144970313,-59.8586331707414
4233,buenos aires,azul,cacharí,2960,no,no,si,no,no,si,si,si,si,-36.3805626332947,-59.5030645507265
4234,buenos aires,azul,chillar,3083,no,no,no,no,si,si,si,si,si,-37.3150113247344,-59.9853181679139
4235,buenos aires,bahía blanca,bahía blanca,291327,si,si,si,si,si,si,si,si,si,-38.7114037284555,-62.2569089501864
4236,buenos aires,bahía blanca,cabildo,2046,no,si,si,si,no,si,si,si,si,-38.4838572081944,-61.8926015349487
4237,buenos aires,bahía blanca,general daniel cerri (est. general cerri),6745,si,si,si,no,no,si,si,si,si,-38.7136524854986,-62.3924221653991
4238,buenos aires,bahía blanca,grunbein,0,no,no,no,no,no,no,no,si,si,-38.7471079502848,-62.1891166907456
4239,buenos aires,bahía blanca,ingeniero white,0,no,no,no,si,si,no,no,si,si,-38.7794670416666,-69.22912803760843
4240,buenos aires,general belgrano,general belgrano,15394,si,si,si,si,si,si,si,si,si,-35.7694577358026,-58.4944615102033
4241,buenos aires,general belgrano,gorchs,338,no,no,no,no,si,si,si,si,si,-35.6733729629116,-58.9582999568816
4242,buenos aires,general guido,general guido,1291,no,no,si,si,no,si,si,si,si,-36.6431651777017,-57.7905019037041
4243,buenos aires,general guido,labarden,799,no,no,no,no,no,si,si,si,si,-36.9489668508723,-58.1035671819428
4244,buenos aires,general juan madariaga,barrio kennedy,0,no,no,no,no,no,no,no,si,si,-37.0062217702401,-57.1417255856769
4245,buenos aires,general juan madariaga,general juan madariaga,18089,si,si,si,si,si,no,si,si,si,-36.9967730012079,-57.1374769071298
4246,buenos aires,general la madrid,general la madrid,8073,si,no,si,si,no,si,si,si,si,-37.2503992475804,-61.2595794125711
4247,buenos aires,general la madrid,la colina,663,no,no,no,no,no,no,si,no,no,-37.3607690235166,-61.5348487870647
4248,buenos aires,general la madrid,las martinetas,215,no,no,no,no,no,si,si,no,no,-37.1980813542863,-61.1220424031557
4249,buenos aires,general la madrid,líbano,292,no,no,no,no,no,no,si,no,no,-32.656659555976006,-61.2865750087495
4250,buenos aires,general la madrid,pontaut,68,no,no,no,no,no,no,no,si,no,-36.0545003324693,-61.3230957170244
4251,buenos aires,general las heras,general hornos,194,no,no,no,no,no,no,no,no,si,-34.8937763345299,-58.9172215319327
4252,chubut,escalante,barrio castelli,0,no,no,no,no,no,no,no,si,si,-45.8180472017947,-67.4820283811333
4253,chubut,escalante,barrio ciudadela,0,no,no,no,no,no,no,no,no,no,-45.7969335159784,-67.5038537987439
4254,buenos aires,luján,cortines,0,si,no,no,si,no,si,si,si,si,-34.5590633814317,-59.2044266157478
4255,buenos aires,luján,country club las praderas,0,no,no,no,no,no,no,no,no,si,-34.4902656696955,-59.1324863072423
4256,buenos aires,luján,josé maría jáuregui (est. jáuregui),0,si,si,no,si,no,si,si,si,si,-34.6028553295745,-59.1757529081248
4257,buenos aires,luján,lezica y torrezuri,0,no,no,no,no,no,si,no,si,si,-34.5806997364467,-59.0582308683017
4258,buenos aires,luján,luján,97363,si,si,si,si,si,si,si,si,si,-34.5706550661632,-68.91378693032934
4259,buenos aires,luján,olivera,1926,no,no,no,si,no,si,si,si,si,-34.6265041710141,-59.2533805145177
4260,buenos aires,luján,open door (est. dr. domingo cabred),0,si,no,si,no,no,si,si,si,si,-34.4890162386569,-59.0617361279716
4261,buenos aires,luján,torres,2664,si,no,no,no,no,si,si,si,si,-34.4318215080317,-59.1287739002816
4262,buenos aires,magdalena,atalaya,720,no,no,no,si,no,no,si,no,no,-35.0240363457416,-57.5340253600961
4263,misiones,general manuel belgrano,almirante brown,11482,no,no,no,no,no,no,no,no,si,-25.6674361424553,-54.0456434709472
4264,buenos aires,san andrés de giles,san andrés de giles,16243,si,si,si,si,si,no,si,si,si,-34.4459080814748,-59.4451673563949
4265,buenos aires,san andrés de giles,solís,1001,si,no,no,si,si,si,si,no,no,-34.2989712949513,-59.3250547278241
4266,buenos aires,san andrés de giles,villa espil,157,no,no,no,no,no,si,no,no,no,-34.5066814044811,-59.3372661316763
4267,buenos aires,san andrés de giles,villa ruiz,477,no,no,no,si,no,si,si,no,no,-34.4352021828488,-68.92887250076863
4268,buenos aires,san antonio de areco,duggan,573,no,no,no,si,no,si,si,no,no,-34.2071973030208,-59.6357055338083
4269,buenos aires,san antonio de areco,san antonio de areco,19768,si,si,si,si,si,si,si,si,si,-34.2503763113877,-59.4708634797005
4270,buenos aires,san antonio de areco,villa lía,1182,si,no,no,si,no,si,si,no,si,-34.1237740718192,-59.4313725724126
4271,buenos aires,san cayetano,balneario san cayetano,46,no,no,no,si,no,si,si,no,si,-38.7481815016452,-68.94575337169773
4272,buenos aires,san cayetano,ochandío,51,no,no,no,no,no,si,no,no,no,-38.3598244506044,-59.7935349347064
4273,buenos aires,san cayetano,san cayetano,7354,si,si,no,si,no,si,si,si,si,-36.116020436816605,-59.6063826058006
4274,caba,comuna 04,boca,45113,si,si,si,si,si,si,si,si,si,-34.6310700719721,-58.3568304109892
4275,chaco,libertador general san martín,laguna limpia,1207,no,no,no,no,no,si,no,no,si,-26.4967013914467,-59.6799372880349
4276,chaco,libertador general san martín,pampa almirón,1278,no,no,no,si,no,si,no,si,si,-34.951548127851005,-59.1237850343206
4277,chaco,libertador general san martín,pampa del indio,9204,no,no,no,si,si,si,si,si,si,-34.88639481795121,-59.9412241077467
